0.0,271
0.0174532925199,268
0.0349065850399,266
0.0523598775598,263
0.0698131700798,260
0.0872664625997,258
0.10471975512,256
0.12217304764,254
0.13962634016,252
0.157079632679,250
0.174532925199,248
0.191986217719,246
0.209439510239,245
0.226892802759,243
0.244346095279,242
0.261799387799,240
0.279252680319,239
0.296705972839,238
0.314159265359,237
0.331612557879,236
0.349065850399,235
0.366519142919,234
0.383972435439,233
0.401425727959,232
0.418879020479,232
0.436332312999,231
0.453785605519,231
0.471238898038,231
0.488692190558,230
0.506145483078,230
0.593411945678,229
0.610865238198,229
0.628318530718,230
0.645771823238,230
0.663225115758,231
0.680678408278,231
0.698131700798,232
0.715584993318,232
0.733038285838,233
0.750491578358,234
0.767944870878,235
0.785398163397,236
0.802851455917,237
0.820304748437,238
0.837758040957,240
0.855211333477,241
0.872664625997,243
0.890117918517,244
0.907571211037,246
0.925024503557,248
0.942477796077,250
0.959931088597,252
0.977384381117,255
0.994837673637,257
1.01229096616,260
1.02974425868,263
1.0471975512,266
1.06465084372,269
1.08210413624,272
1.09955742876,276
1.11701072128,279
1.1344640138,283
1.15191730632,287
1.16937059884,291
1.18682389136,295
1.20427718388,300
1.2217304764,304
1.23918376892,310
1.25663706144,310
1.27409035396,309
1.29154364648,304
1.308996939,301
1.32645023152,297
1.34390352404,294
1.36135681656,290
1.37881010908,287
1.3962634016,284
1.41371669412,281
1.43116998664,279
1.44862327916,276
1.46607657168,273
1.4835298642,271
1.50098315672,269
1.51843644924,266
1.53588974176,264
1.55334303427,262
1.57079632679,260
1.58824961931,258
1.60570291183,256
1.62315620435,255
1.64060949687,253
1.65806278939,252
1.67551608191,251
1.69296937443,250
1.71042266695,248
1.72787595947,248
1.74532925199,246
1.76278254451,246
1.78023583703,245
1.79768912955,245
1.81514242207,244
1.83259571459,243
1.85004900711,243
1.86750229963,243
1.88495559215,243
1.90240888467,243
1.91986217719,243
1.93731546971,242
1.95476876223,242
1.97222205475,243
1.98967534727,243
2.00712863979,243
2.02458193231,244
2.04203522483,244
2.05948851735,245
2.07694180987,245
2.09439510239,247
2.11184839491,248
2.12930168743,248
2.14675497995,250
2.16420827247,251
2.18166156499,252
2.19911485751,253
2.21656815003,255
2.23402144255,257
2.25147473507,259
2.26892802759,261
2.28638132011,263
2.30383461263,265
2.32128790515,267
2.33874119767,270
2.35619449019,272
2.37364778271,275
2.39110107523,279
2.40855436775,282
